,Planet Name,Planet Mass,Planet Radius,Distance from Earth,Star Name,Equilibrium Temperature,Stellar Temperature,Stellar Radius,Distance from Host Star,Number of Planets in System,Habitability
1516,Kepler-280 b,2.7,1.45,780.361,Kepler-280,1425.0,5534.0,1.08,0.032,0,2
1517,Kepler-280 c,4.7,2.01,780.361,Kepler-280,1088.0,5534.0,1.08,0.056,0,2
1518,Kepler-281 b,8.35,2.82,1745.45,Kepler-281,694.0,5717.0,0.884,0.117,0,3
1519,Kepler-281 c,24.4,5.31,1745.45,Kepler-281,513.0,5717.0,0.884,0.215,0,3
1520,Kepler-281 d,29.5,5.937,1745.45,Kepler-281,321.0,5717.0,0.884,0.5456,0,3
1521,Kepler-282 b,1.01,1.01,1337.61,Kepler-282,817.0,5600.0,0.872,0.082,0,4
1522,Kepler-282 c,1.87,1.2,1337.61,Kepler-282,717.0,5600.0,0.872,0.106,0,4
1523,Kepler-282 d,61.0,2.46,1337.61,Kepler-282,588.0,5600.0,0.872,0.154,0,4
1524,Kepler-282 e,56.2,3.1,1337.61,Kepler-282,484.0,5600.0,0.872,0.2269,0,4
1525,Kepler-283 b,5.18,2.13,468.094,Kepler-283,488.0,4141.0,0.582,0.082,0,2
1526,Kepler-283 c,3.97,1.82,468.094,Kepler-283,240.0,4141.0,0.582,0.341,1,2
1527,Kepler-284 b,5.65,2.24,1031.95,Kepler-284,686.0,5291.0,0.882,0.104,0,2
1528,Kepler-284 c,7.32,2.61,1031.95,Kepler-284,478.0,5291.0,0.882,0.213,0,2
1529,Kepler-285 b,2.36,1.34,824.31,Kepler-285,1131.0,5114.0,0.878,0.036,0,2
1530,Kepler-285 c,1.46,1.12,824.31,Kepler-285,851.0,5114.0,0.878,0.064,0,2
1531,Kepler-286 b,2.07,1.24,1226.85,Kepler-286,1367.0,5576.0,0.829,0.027,0,4
1532,Kepler-286 c,2.45,1.37,1226.85,Kepler-286,1098.0,5576.0,0.829,0.042,0,4
1533,Kepler-286 d,2.33,1.33,1226.85,Kepler-286,919.0,5576.0,0.829,0.061,0,4
1534,Kepler-286 e,3.78,1.77,1226.85,Kepler-286,539.0,5576.0,0.829,0.176,0,4
1535,Kepler-287 b,6.04,2.33,835.86,Kepler-287,667.0,5514.0,1.071,0.145,0,2
1536,Kepler-287 c,10.7,3.26,835.86,Kepler-287,513.0,5514.0,1.071,0.246,0,2
1537,Kepler-288 b,3.43,1.67,1194.15,Kepler-288,1197.0,5661.0,1.522,0.065,0,3
1538,Kepler-288 c,8.5,2.85,1194.15,Kepler-288,815.0,5661.0,1.522,0.14,0,3
1539,Kepler-288 d,7.61,2.67,1194.15,Kepler-288,570.0,5661.0,1.522,0.287,0,3
1540,Kepler-289 b,7.3,2.15,704.438,Kepler-289,607.0,5933.0,1.115,0.21,0,2
1541,Kepler-289 c,132.0,11.59,704.438,Kepler-289,394.0,5933.0,1.115,0.51,0,2
1542,Kepler-29 b,5.0,2.55,832.532,Kepler-29,777.0,5730.0,0.87,0.0919,0,2
1543,Kepler-29 c,4.5,2.34,832.532,Kepler-29,715.0,5730.0,0.87,0.1087,0,2
1544,Kepler-290 b,5.69,2.25,694.627,Kepler-290,594.0,5142.0,0.755,0.11,0,2
1545,Kepler-290 c,7.75,2.7,694.627,Kepler-290,437.0,5142.0,0.755,0.205,0,2
1546,Kepler-291 b,5.31,2.16,1786.48,Kepler-291,1212.0,5993.0,0.986,0.047,0,2
1547,Kepler-291 c,4.19,1.88,1786.48,Kepler-291,1035.0,5993.0,0.986,0.065,0,2
1548,Kepler-292 b,2.3,1.32,1056.48,Kepler-292,1130.0,5296.0,0.808,0.035,0,5
1549,Kepler-292 c,2.76,1.47,1056.48,Kepler-292,1001.0,5296.0,0.808,0.045,0,5
1550,Kepler-292 d,5.6,2.23,1056.48,Kepler-292,808.0,5296.0,0.808,0.068,0,5
1551,Kepler-292 e,7.61,2.67,1056.48,Kepler-292,678.0,5296.0,0.808,0.097,0,5
1552,Kepler-292 f,6.12,2.35,1056.48,Kepler-292,563.0,5296.0,0.808,0.141,0,5
1553,Kepler-293 b,9.64,3.07,974.633,Kepler-293,657.0,5798.0,0.941,0.144,0,2
1554,Kepler-293 c,14.0,3.83,974.633,Kepler-293,466.0,5798.0,0.941,0.286,0,2
1555,Kepler-294 b,3.78,1.77,1357.01,Kepler-294,1087.0,5616.0,0.903,0.048,0,2
1556,Kepler-294 c,7.8,2.71,1357.01,Kepler-294,895.0,5616.0,0.903,0.071,0,2
1557,Kepler-295 b,1.98,1.22,1699.19,Kepler-295,741.0,5607.0,0.886,0.099,0,3
1558,Kepler-295 c,1.71,1.17,1699.19,Kepler-295,621.0,5607.0,0.886,0.142,0,3
1559,Kepler-295 d,2.42,1.36,1699.19,Kepler-295,533.0,5607.0,0.886,0.192,0,3
1560,Kepler-296 b,3.22,1.61,167.0,Kepler-296,363.0,3526.0,0.383,0.079,0,5
1561,Kepler-296 c,4.66,2.0,167.0,Kepler-296,446.0,3526.0,0.383,0.0521,0,5
1562,Kepler-296 d,5.02,2.09,167.0,Kepler-296,297.0,3526.0,0.383,0.118,1,5
1563,Kepler-296 e,2.96,1.53,167.0,Kepler-296,248.0,3526.0,0.383,0.169,2,5
1564,Kepler-296 f,3.89,1.8,167.0,Kepler-296,202.0,3526.0,0.383,0.255,1,5
1565,Kepler-297 b,48.5,2.87,692.14,Kepler-297,509.0,5618.0,0.897,0.217,0,2
1566,Kepler-297 c,42.1,6.54,692.14,Kepler-297,409.0,5618.0,0.897,0.336,0,2
1567,Kepler-298 b,4.5,1.96,518.204,Kepler-298,540.0,4463.0,0.611,0.08,0,3
1568,Kepler-298 c,4.38,1.93,518.204,Kepler-298,416.0,4463.0,0.611,0.136,0,3
1569,Kepler-298 d,6.8,2.5,518.204,Kepler-298,277.0,4463.0,0.611,0.305,1,3
1570,Kepler-299 b,2.3,1.32,1052.24,Kepler-299,1258.0,5616.0,0.999,0.04,0,4
1571,Kepler-299 c,7.51,2.65,1052.24,Kepler-299,946.0,5616.0,0.999,0.07,0,4
1572,Kepler-299 d,4.12,1.86,1052.24,Kepler-299,729.0,5616.0,0.999,0.118,0,4
1573,Kepler-299 e,4.16,1.87,1052.24,Kepler-299,534.0,5616.0,0.999,0.22,0,4
1574,Kepler-30 b,11.3,3.9,914.221,Kepler-30,524.0,5485.0,0.867,0.18,0,3
1575,Kepler-30 c,640.0,12.3,914.221,Kepler-30,411.0,5485.0,0.867,0.3,0,3
1576,Kepler-30 d,23.1,8.8,914.221,Kepler-30,308.0,5485.0,0.867,0.5,0,3
1577,Kepler-300 b,3.43,1.67,1098.45,Kepler-300,812.0,5968.0,0.881,0.094,0,2
1578,Kepler-300 c,5.69,2.25,1098.45,Kepler-300,516.0,5968.0,0.881,0.232,0,2
1579,Kepler-301 b,2.39,1.35,719.166,Kepler-301,1278.0,5814.0,0.881,0.036,0,3
1580,Kepler-301 c,2.39,1.35,719.166,Kepler-301,989.0,5814.0,0.881,0.06,0,3
1581,Kepler-301 d,3.71,1.75,719.166,Kepler-301,725.0,5814.0,0.881,0.112,0,3
1582,Kepler-302 b,15.5,4.06,1402.58,Kepler-302,634.0,5733.0,1.183,0.193,0,2
1583,Kepler-302 c,,12.45,1402.58,Kepler-302,392.0,5733.0,1.183,0.503,0,2
1584,Kepler-303 b,0.64,0.89,209.738,Kepler-303,802.0,4042.0,0.49,0.024,0,2
1585,Kepler-303 c,1.55,1.14,209.738,Kepler-303,521.0,4042.0,0.49,0.057,0,2
1586,Kepler-304 b,8.55,2.86,434.684,Kepler-304,875.0,4723.0,0.691,0.039,0,4
1587,Kepler-304 c,5.35,2.17,434.684,Kepler-304,746.0,4723.0,0.691,0.054,0,4
1588,Kepler-304 d,8.0,2.75,434.684,Kepler-304,611.0,4723.0,0.691,0.08,0,4
1589,Kepler-304 e,1.87,1.2,434.684,Kepler-304,1137.0,4723.0,0.691,0.0232,0,4
1590,Kepler-305 b,10.5,3.6,868.477,Kepler-305,836.0,5103.0,0.787,0.0571,0,4
1591,Kepler-305 c,6.0,3.3,868.477,Kepler-305,728.0,5103.0,0.787,0.0752,0,4
1592,Kepler-305 d,9.1,2.71,868.477,Kepler-305,576.0,5103.0,0.787,0.121,0,4
1593,Kepler-305 e,3.87,1.794,868.477,Kepler-305,1000.0,5103.0,0.787,0.0399,0,4
1594,Kepler-306 b,2.92,1.52,775.679,Kepler-306,830.0,4955.0,0.721,0.05,0,4
1595,Kepler-306 c,6.12,2.35,775.679,Kepler-306,716.0,4955.0,0.721,0.067,0,4
1596,Kepler-306 d,6.66,2.47,775.679,Kepler-306,535.0,4955.0,0.721,0.12,0,4
1597,Kepler-306 e,5.77,2.27,775.679,Kepler-306,390.0,4955.0,0.721,0.227,0,4
1598,Kepler-307 b,7.44,2.43,575.581,Kepler-307,797.0,5511.0,0.987,0.0917,0,2
1599,Kepler-307 c,3.64,2.2,575.581,Kepler-307,739.0,5511.0,0.987,0.1068,0,2
1600,Kepler-308 b,5.14,2.12,1335.92,Kepler-308,833.0,5896.0,0.914,0.09,0,2
1601,Kepler-308 c,5.31,2.16,1335.92,Kepler-308,714.0,5896.0,0.914,0.123,0,2
1602,Kepler-309 b,3.05,1.56,544.568,Kepler-309,531.0,3883.0,0.496,0.059,0,2
1603,Kepler-309 c,6.85,2.51,544.568,Kepler-309,204.0,3883.0,0.496,0.401,0,2
1604,Kepler-31 b,25.9,5.5,1664.64,Kepler-31,781.0,6035.0,1.257,0.16,0,3
1605,Kepler-31 c,1493.7,5.3,1664.64,Kepler-31,615.0,6035.0,1.257,0.26,0,3
1606,Kepler-31 d,2161.244,3.9,1664.64,Kepler-31,484.0,6035.0,1.257,0.4,0,3
1607,Kepler-310 b,1.81,1.19,602.268,Kepler-310,665.0,5497.0,0.839,0.111,0,3
1608,Kepler-310 c,11.4,3.38,602.268,Kepler-310,417.0,5497.0,0.839,0.281,0,3
1609,Kepler-310 d,7.0,2.47,602.268,Kepler-310,353.0,5497.0,0.839,0.392,0,3
1610,Kepler-311 b,3.53,1.7,778.654,Kepler-311,960.0,5903.0,1.156,0.087,0,2
1611,Kepler-311 c,2.63,1.43,778.654,Kepler-311,744.0,5903.0,1.156,0.145,0,2
1612,Kepler-312 b,2.21,1.29,797.72,Kepler-312,1685.0,6243.0,1.149,0.031,0,2
1613,Kepler-312 c,10.1,3.15,797.72,Kepler-312,754.0,6243.0,1.149,0.153,0,2
1614,Kepler-313 b,6.94,2.53,1079.395249,Kepler-313,883.0,5726.0,1.483,0.125,0,2
1615,Kepler-313 c,7.13,2.57,1079.395249,Kepler-313,683.0,5726.0,1.483,0.208,0,2
1616,Kepler-314 b,0.498,0.83,268.881,Kepler-314,1195.0,5418.0,0.886,0.035,0,2
1617,Kepler-314 c,8.75,2.9,268.881,Kepler-314,890.0,5418.0,0.886,0.064,0,2
1618,Kepler-315 b,13.7,3.77,1160.63,Kepler-315,409.0,5792.0,1.005,0.402,0,2
1619,Kepler-315 c,16.1,4.15,1160.63,Kepler-315,291.0,5792.0,1.005,0.791,0,2
1620,Kepler-316 b,1.2,1.06,384.938,Kepler-316,837.0,4198.0,0.574,0.027,0,2
1621,Kepler-316 c,1.65,1.16,384.938,Kepler-316,577.0,4198.0,0.574,0.058,0,2
1622,Kepler-317 b,109.8,2.09,940.584,Kepler-317,976.0,5334.0,1.004,0.061,0,2
1623,Kepler-317 c,3.61,1.72,940.584,Kepler-317,837.0,5334.0,1.004,0.083,0,2
1624,Kepler-318 b,19.9,4.71,489.141,Kepler-318,1039.0,5729.0,0.939,0.056,0,2
1625,Kepler-318 c,13.1,3.68,489.141,Kepler-318,762.0,5729.0,0.939,0.105,0,2
1626,Kepler-319 b,3.29,1.63,503.436,Kepler-319,1023.0,5527.0,0.88,0.051,0,3
1627,Kepler-319 c,7.41,2.63,503.436,Kepler-319,876.0,5527.0,0.88,0.069,0,3
1628,Kepler-319 d,5.86,2.29,503.436,Kepler-319,528.0,5527.0,0.88,0.191,0,3
1629,Kepler-32 b,1303.0,2.2,323.847,Kepler-32,514.0,3731.0,0.498,0.05,0,5
1630,Kepler-32 c,158.9,2.0,323.847,Kepler-32,451.0,3731.0,0.498,0.09,0,5
1631,Kepler-32 d,7.75,2.7,323.847,Kepler-32,328.0,3731.0,0.498,0.13,0,5
1632,Kepler-32 e,2.86,1.5,323.847,Kepler-32,652.0,3731.0,0.498,0.033,0,5
1633,Kepler-32 f,0.477,0.82,323.847,Kepler-32,1026.0,3731.0,0.498,0.013,0,5
1634,Kepler-320 b,1.55,1.14,826.613,Kepler-320,1292.0,6426.0,1.775,0.085,0,2
1635,Kepler-320 c,2.45,1.37,826.613,Kepler-320,1002.0,6426.0,1.775,0.142,0,2
1636,Kepler-321 b,3.78,1.77,384.542,Kepler-321,1042.0,5772.0,0.956,0.057,0,2
1637,Kepler-321 c,5.99,2.32,384.542,Kepler-321,752.0,5772.0,0.956,0.11,0,2
1638,Kepler-322 b,1.01,1.01,400.48,Kepler-322,1373.0,5390.0,0.876,0.027,0,2
1639,Kepler-322 c,3.43,1.67,400.48,Kepler-322,996.0,5390.0,0.876,0.051,0,2
1640,Kepler-323 b,684.4,1.43,454.883,Kepler-323,1659.0,6015.0,1.081,0.028,0,2
1641,Kepler-323 c,79.7,1.63,454.883,Kepler-323,1292.0,6015.0,1.081,0.046,0,2
1642,Kepler-324 b,1.55,1.14,501.574,Kepler-324,935.0,5191.0,0.826,0.05,0,3
1643,Kepler-324 c,10.1,3.15,501.574,Kepler-324,410.0,5191.0,0.826,0.26,0,3
1644,Kepler-324 e,4.81,2.039,501.574,Kepler-324,635.0,5191.0,0.826,0.1074,0,3
1645,Kepler-325 b,8.8,2.91,823.242,Kepler-325,1017.0,5445.0,0.937,0.053,0,3
1646,Kepler-325 c,6.99,2.54,823.242,Kepler-325,721.0,5445.0,0.937,0.105,0,3
1647,Kepler-325 d,8.2,2.79,823.242,Kepler-325,498.0,5445.0,0.937,0.22,0,3
1648,Kepler-326 b,44.6,1.52,487.675,Kepler-326,1127.0,5103.0,0.789,0.032,0,3
1649,Kepler-326 c,17.4,1.4,487.675,Kepler-326,889.0,5103.0,0.789,0.051,0,3
1650,Kepler-326 d,6.9,1.21,487.675,Kepler-326,781.0,5103.0,0.789,0.066,0,3
1651,Kepler-327 b,1.41,1.11,241.987,Kepler-327,682.0,3716.0,0.506,0.029,0,3
1652,Kepler-327 c,20.3,1.03,241.987,Kepler-327,537.0,3716.0,0.506,0.047,0,3
1653,Kepler-327 d,3.64,1.73,241.987,Kepler-327,387.0,3716.0,0.506,0.09,0,3
1654,Kepler-328 b,28.5,2.3,2213.19,Kepler-328,602.0,6194.0,1.069,0.2199,0,2
1655,Kepler-328 c,39.4,5.4,2213.19,Kepler-328,475.0,6194.0,1.069,0.354,0,2
1656,Kepler-329 b,2.54,1.4,439.719,Kepler-329,547.0,4156.0,0.545,0.061,0,2
1657,Kepler-329 c,4.38,1.93,439.719,Kepler-329,402.0,4156.0,0.545,0.113,0,2
1658,Kepler-33 b,3.68,1.74,1209.16,Kepler-33,1336.0,5900.0,1.694,0.0677,0,5
1659,Kepler-33 c,0.39,3.2,1209.16,Kepler-33,1009.0,5900.0,1.694,0.1189,0,5
1660,Kepler-33 d,3.91,5.35,1209.16,Kepler-33,853.0,5900.0,1.694,0.1662,0,5
1661,Kepler-33 e,5.57,4.02,1209.16,Kepler-33,752.0,5900.0,1.694,0.2138,0,5
1662,Kepler-33 f,9.6,4.46,1209.16,Kepler-33,691.0,5900.0,1.694,0.2535,0,5
1663,Kepler-330 b,2.39,1.35,717.527,Kepler-330,714.0,4891.0,0.805,0.075,0,2
1664,Kepler-330 c,4.46,1.95,717.527,Kepler-330,573.0,4891.0,0.805,0.116,0,2
1665,Kepler-331 b,3.97,1.82,580.119,Kepler-331,540.0,4347.0,0.524,0.065,0,3
1666,Kepler-331 c,4.04,1.84,580.119,Kepler-331,425.0,4347.0,0.524,0.105,0,3
1667,Kepler-331 d,3.33,1.64,580.119,Kepler-331,346.0,4347.0,0.524,0.159,0,3
1668,Kepler-332 b,1.71,1.17,344.19,Kepler-332,703.0,4955.0,0.721,0.07,0,3
1669,Kepler-332 c,1.32,1.09,344.19,Kepler-332,550.0,4955.0,0.721,0.114,0,3
1670,Kepler-332 d,1.76,1.18,344.19,Kepler-332,427.0,4955.0,0.721,0.189,0,3
1671,Kepler-333 b,28.2,1.32,324.413,Kepler-333,480.0,4213.0,0.598,0.087,0,2
1672,Kepler-333 c,1.41,1.11,324.413,Kepler-333,386.0,4213.0,0.598,0.135,0,2
1673,Kepler-334 b,1.46,1.12,426.59,Kepler-334,1090.0,5782.0,1.095,0.061,0,3
1674,Kepler-334 c,2.63,1.43,426.59,Kepler-334,822.0,5782.0,1.095,0.107,0,3
1675,Kepler-334 d,2.57,1.41,426.59,Kepler-334,656.0,5782.0,1.095,0.168,0,3
1676,Kepler-335 b,11.4,3.39,1278.97,Kepler-335,1290.0,5878.0,1.812,0.075,0,2
1677,Kepler-335 c,9.64,3.07,1278.97,Kepler-335,592.0,5878.0,1.812,0.356,0,2
1678,Kepler-336 b,1.04,1.02,768.86,Kepler-336,1625.0,5865.0,1.272,0.033,0,3
1679,Kepler-336 c,5.06,2.1,768.86,Kepler-336,967.0,5865.0,1.272,0.092,0,3
1680,Kepler-336 d,6.21,2.37,768.86,Kepler-336,749.0,5865.0,1.272,0.154,0,3
1681,Kepler-337 b,2.99,1.54,677.975,Kepler-337,1458.0,5683.0,1.472,0.045,0,2
1682,Kepler-337 c,4.86,2.05,677.975,Kepler-337,1017.0,5683.0,1.472,0.093,0,2
1683,Kepler-338 b,30.6,2.44,552.798,Kepler-338,1005.0,5951.0,1.693,0.117,0,3
1684,Kepler-338 c,6.08,2.34,552.798,Kepler-338,831.0,5951.0,1.693,0.172,0,3
1685,Kepler-338 d,9.27,3.0,552.798,Kepler-338,680.0,5951.0,1.693,0.257,0,3
1686,Kepler-339 b,2.6,1.42,616.637,Kepler-339,1023.0,5353.0,1.023,0.055,0,3
1687,Kepler-339 c,7.3,1.15,616.637,Kepler-339,914.0,5353.0,1.023,0.069,0,3
1688,Kepler-339 d,14.7,1.17,616.637,Kepler-339,796.0,5353.0,1.023,0.091,0,3
1689,Kepler-340 b,6.94,2.53,808.762,Kepler-340,1092.0,6642.0,1.846,0.134,0,2
1690,Kepler-340 c,11.3,3.37,808.762,Kepler-340,946.0,6642.0,1.846,0.178,0,2
1691,Kepler-341 b,1.76,1.18,1047.03,Kepler-341,1085.0,5616.0,1.111,0.06,0,4
1692,Kepler-341 c,3.53,1.7,1047.03,Kepler-341,940.0,5616.0,1.111,0.08,0,4
1693,Kepler-341 d,4.08,1.85,1047.03,Kepler-341,622.0,5616.0,1.111,0.182,0,4
1694,Kepler-341 e,4.62,1.99,1047.03,Kepler-341,539.0,5616.0,1.111,0.242,0,4
1695,Kepler-342 b,5.69,2.25,781.611,Kepler-342,905.0,6297.0,1.369,0.128,0,4
1696,Kepler-342 c,4.5,1.96,781.611,Kepler-342,754.0,6297.0,1.369,0.185,0,4
1697,Kepler-342 d,6.76,2.49,781.611,Kepler-342,658.0,6297.0,1.369,0.242,0,4
1698,Kepler-342 e,0.615,0.88,781.611,Kepler-342,1897.0,6297.0,1.369,0.0293,0,4
1699,Kepler-343 b,6.39,2.41,927.193,Kepler-343,1024.0,5808.0,1.374,0.088,0,2
1700,Kepler-343 c,4.74,2.02,927.193,Kepler-343,746.0,5808.0,1.374,0.167,0,2
1701,Kepler-344 b,7.32,2.61,1002.94,Kepler-344,643.0,5774.0,0.958,0.153,0,2
1702,Kepler-344 c,9.01,2.95,1002.94,Kepler-344,360.0,5774.0,0.958,0.488,0,2
1703,Kepler-345 b,0.5,0.74,260.0,Kepler-345,622.0,4500.0,0.646,0.066,0,2
1704,Kepler-345 c,2.2,1.2,260.0,Kepler-345,575.0,4500.0,0.646,0.077,0,2
1705,Kepler-346 b,7.56,2.66,984.105,Kepler-346,1008.0,6032.0,1.001,0.071,0,2
1706,Kepler-346 c,9.64,3.07,984.105,Kepler-346,654.0,6032.0,1.001,0.168,0,2
1707,Kepler-347 b,4.54,1.97,1298.88,Kepler-347,908.0,5592.0,1.451,0.11,0,2
1708,Kepler-347 c,3.71,1.75,1298.88,Kepler-347,705.0,5592.0,1.451,0.183,0,2
1709,Kepler-348 b,2.92,1.52,570.783,Kepler-348,1196.0,6388.0,1.402,0.076,0,2
1710,Kepler-348 c,2.33,1.33,570.783,Kepler-348,888.0,6388.0,1.402,0.138,0,2
1711,Kepler-349 b,94.5,1.9,940.724,Kepler-349,972.0,5741.0,0.956,0.065,0,2
1712,Kepler-349 c,4.5,1.96,940.724,Kepler-349,763.0,5741.0,0.956,0.105,0,2
1713,Kepler-350 b,4.08,1.85,956.859,Kepler-350,1037.0,6188.0,1.465,0.104,0,3
1714,Kepler-350 c,6.1,3.1,956.859,Kepler-350,888.0,6188.0,1.465,0.1385,0,3
1715,Kepler-350 d,14.9,2.8,956.859,Kepler-350,782.0,6188.0,1.465,0.1786,0,3
1716,Kepler-351 b,4.8,3.06,1083.91,Kepler-351,498.0,5642.0,0.846,0.214,0,3
1717,Kepler-351 c,11.1,3.19,1083.91,Kepler-351,431.0,5642.0,0.846,0.287,0,3
1718,Kepler-351 d,7.85,2.72,1083.91,Kepler-351,318.0,5642.0,0.846,0.5177,0,3
1719,Kepler-352 b,0.566,0.86,252.733,Kepler-352,694.0,5208.0,0.772,0.085,0,3
1720,Kepler-352 c,2.07,1.24,252.733,Kepler-352,591.0,5208.0,0.772,0.118,0,3
1721,Kepler-352 d,0.449,0.806,252.733,Kepler-352,788.0,5208.0,0.772,0.0657,0,3
1722,Kepler-353 b,0.64,0.89,384.694,Kepler-353,534.0,3757.0,0.539,0.051,0,2
1723,Kepler-353 c,2.48,1.38,384.694,Kepler-353,472.0,3757.0,0.539,0.065,0,2
1724,Kepler-354 b,4.04,1.84,554.064,Kepler-354,741.0,4650.0,0.706,0.054,0,3
1725,Kepler-354 c,2.27,1.31,554.064,Kepler-354,508.0,4650.0,0.706,0.115,0,3
1726,Kepler-354 d,2.07,1.24,554.064,Kepler-354,451.0,4650.0,0.706,0.146,0,3
1727,Kepler-355 b,2.73,1.46,1432.17,Kepler-355,840.0,5739.0,1.069,0.102,0,2
1728,Kepler-355 c,7.8,2.71,1432.17,Kepler-355,633.0,5739.0,1.069,0.179,0,2
1729,Kepler-356 b,3.09,1.57,707.559,Kepler-356,1294.0,6140.0,1.277,0.057,0,2
1730,Kepler-356 c,3.93,1.81,707.559,Kepler-356,913.0,6140.0,1.277,0.115,0,2
1731,Kepler-357 b,4.04,1.84,688.573,Kepler-357,793.0,4954.0,0.828,0.063,0,3
1732,Kepler-357 c,7.61,2.67,688.573,Kepler-357,576.0,4954.0,0.828,0.12,0,3
1733,Kepler-357 d,11.6,3.43,688.573,Kepler-357,402.0,4954.0,0.828,0.246,0,3
1734,Kepler-358 b,7.85,2.72,1101.1,Kepler-358,554.0,5910.0,0.94,0.21,0,2
1735,Kepler-358 c,8.5,2.85,1101.1,Kepler-358,411.0,5910.0,0.94,0.381,0,2
1736,Kepler-359 b,12.2,3.53,1443.21,Kepler-359,671.0,6228.0,1.049,0.178,0,3
1737,Kepler-359 c,2.9,4.3,1443.21,Kepler-359,512.0,6228.0,1.049,0.307,0,3
1738,Kepler-359 d,2.7,4.01,1443.21,Kepler-359,464.0,6228.0,1.049,0.372,0,3
1739,Kepler-36 b,3.83,1.498,527.956,Kepler-36,977.0,5919.0,1.585,0.1153,0,2
1740,Kepler-36 c,7.13,3.679,527.956,Kepler-36,926.0,5919.0,1.585,0.1283,0,2
1741,Kepler-360 b,3.36,1.65,876.044,Kepler-360,1116.0,5463.0,0.91,0.044,0,2
1742,Kepler-360 c,5.06,2.1,876.044,Kepler-360,860.0,5463.0,0.91,0.075,0,2
1743,Kepler-361 b,2.7,1.45,930.32,Kepler-361,1060.0,6178.0,1.267,0.086,0,2
1744,Kepler-361 c,6.9,2.52,930.32,Kepler-361,568.0,6178.0,1.267,0.3,0,2
1745,Kepler-362 b,0.615,0.88,1090.51,Kepler-362,838.0,5757.0,1.017,0.087,0,2
1746,Kepler-362 c,2.7,1.45,1090.51,Kepler-362,543.0,5757.0,1.017,0.207,0,2
1747,Kepler-363 b,1.65,1.16,762.596,Kepler-363,1347.0,5711.0,1.391,0.048,0,3
1748,Kepler-363 c,66.4,1.69,762.596,Kepler-363,1054.0,5711.0,1.391,0.079,0,3
1749,Kepler-363 d,4.86,2.05,762.596,Kepler-363,905.0,5711.0,1.391,0.107,0,3
1750,Kepler-364 b,3.02,1.55,891.462,Kepler-364,753.0,6103.0,1.383,0.178,0,2
1751,Kepler-364 c,5.27,2.15,891.462,Kepler-364,568.0,6103.0,1.383,0.312,0,2
1752,Kepler-365 b,4.82,2.04,1038.99,Kepler-365,865.0,6014.0,1.021,0.098,0,2
1753,Kepler-365 c,3.33,1.64,1038.99,Kepler-365,729.0,6014.0,1.021,0.137,0,2
1754,Kepler-366 b,2.73,1.46,1856.28,Kepler-366,1326.0,5859.0,1.162,0.045,0,2
1755,Kepler-366 c,3.86,1.79,1856.28,Kepler-366,848.0,5859.0,1.162,0.11,0,2
1756,Kepler-367 b,2.24,1.3,188.027,Kepler-367,401.0,4856.0,0.705,0.201,0,2
1757,Kepler-367 c,1.87,1.2,188.027,Kepler-367,357.0,4856.0,0.705,0.253,0,2
1758,Kepler-368 b,10.7,3.26,770.978,Kepler-368,800.0,5508.0,1.988,0.186,0,2
1759,Kepler-368 c,14.3,3.88,770.978,Kepler-368,575.0,5508.0,1.988,0.36,0,2
1760,Kepler-369 b,1.51,1.13,214.0,Kepler-369,687.0,3825.0,0.524,0.03,0,2
1761,Kepler-369 c,2.57,1.41,214.0,Kepler-369,391.0,3825.0,0.524,0.094,0,2
1762,Kepler-37 b,3.1783,0.296,63.9207,Kepler-37,656.0,5417.0,0.772,0.1003,0,3
1763,Kepler-37 c,12.0,0.75,63.9207,Kepler-37,564.0,5437.0,0.781,0.1368,0,3
1764,Kepler-37 d,12.2,1.94,63.9207,Kepler-37,458.0,5437.0,0.781,0.2076,0,3
1765,Kepler-370 b,3.15,1.59,1167.94,Kepler-370,1040.0,5569.0,0.954,0.054,0,2
1766,Kepler-370 c,4.31,1.91,1167.94,Kepler-370,647.0,5569.0,0.954,0.14,0,2
1767,Kepler-371 b,4.23,1.89,813.192,Kepler-371,554.0,5670.0,0.95,0.2,0,2
1768,Kepler-371 c,3.82,1.78,813.192,Kepler-371,443.0,5670.0,0.95,0.313,0,2
1769,Kepler-372 b,2.42,1.36,1493.95,Kepler-372,1081.0,6056.0,1.209,0.075,0,3
1770,Kepler-372 c,5.02,2.09,1493.95,Kepler-372,755.0,6056.0,1.209,0.154,0,3
1771,Kepler-372 d,3.5,1.69,1493.95,Kepler-372,660.0,6056.0,1.209,0.201,0,3
1772,Kepler-373 b,2.42,1.36,1090.45,Kepler-373,1054.0,5588.0,1.1,0.06,0,2
1773,Kepler-373 c,2.07,1.24,1090.45,Kepler-373,729.0,5588.0,1.1,0.126,0,2
1774,Kepler-374 b,1.08,1.03,1265.61,Kepler-374,1761.0,5640.0,1.515,0.029,0,3
1775,Kepler-374 c,1.37,1.1,1265.61,Kepler-374,1467.0,5640.0,1.515,0.042,0,3
1776,Kepler-374 d,2.27,1.31,1265.61,Kepler-374,1272.0,5640.0,1.515,0.056,0,3
1777,Kepler-375 b,2.7,1.45,1238.81,Kepler-375,851.0,5500.0,1.238,0.101,0,2
1778,Kepler-375 c,7.51,2.65,1238.81,Kepler-375,720.0,5500.0,1.238,0.141,0,2
1779,Kepler-376 b,1.24,1.07,923.067,Kepler-376,1242.0,5845.0,1.314,0.057,0,2
